/,Subsystem List,,,,,,,Skyline Data,,,,,,,,,,,,,,,,,Mechanical,,Piping,,E&I,,,,RCC / Aconex Report Last Week,,,,,,,,,,,,,
/.,Type,System Number,Train,LSU,Subsystem Number,Component Number,Subsystem Name,Baseline,Forecast,Forecast,Diff,Forecast Week,Schedule Flag,Type,HOP Number,PIL,HOP Status ,EST,"Support
(Amman)",Issues (Mechanical), Issues (Piping),Issues (E&I),"PIL
Remark
(Red: critical)","Priority
(1-Mill, 2-Air, 3-OLC2, 4-PRC)",Aconex Status,Aconex Report Date,Aconex Status,Aconex Report Date,Aconex Status,Aconex Report Date,Status,Date,Aconex Report (A - Proceed),Aconex Report Date,,Subsystem Number,Mechanical,Piping,Electrical&Instrument,一,二,三,七冶电气,七冶仪表,,
1155,Electrical,3691-50,Train 1,LSU-CC-E-11,3691-50-08,,3691-BC-001 SUBSTATION 125VDC BATTERY CHARGER,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Critical) (D:-47d),E-House,PR2ME-3691-PIL-QTY-65-HOP-0003,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-3691-PIL-QTY-65-HOP-0003,,,N/A,,N/A,,Issued for Review / Approval,2026/4/18,,,,,TRUE,3691-50-08,,,PR2ME-3691-PIL-QTY-65-HOP-0003,FALSE,FALSE,TRUE,,,,
1156,Electrical,3691-50,Train 1,LSU-CC-E-11,3691-50-09,,3520-WO-001  WELDING OUTLET,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Non-Critical) (D:-47d),E-House,PR2ME-3691-PIL-QTY-65-HOP-0004,PIL(MCC7),,,,N/A,N/A,"
MCC7
电气：RQI包预计4月30日报验
仪表：N/A",,,N/A,,N/A,,,,,,,,TRUE,3691-50-09,,,,FALSE,FALSE,FALSE,1,0,,
0,Electrical,3691-50,Train 1,LSU-CC-E-11,3691-50-10,,400V SWITCHBOARD 3691-MC-711B,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Critical) (D:-47d),E-House,PR2ME-3691-PIL-QTY-65-HOP-0003,PIL(MCC15),UPLOADED TO ACONEX,16-Mar-2026,,N/A,N/A,PR2ME-3691-PIL-QTY-65-HOP-0003,,,N/A,,N/A,,Issued for Review / Approval,2026/4/18,,,,,TRUE,3691-50-10,,,PR2ME-3691-PIL-QTY-65-HOP-0003,FALSE,FALSE,TRUE,,,,
1158,Electrical,3691-50,Train 1,LSU-CC-E-11,3691-50-11,,3691-DB-001 SUBSTATION HVAC,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Critical) (D:-47d),E-House,PR2ME-3691-PIL-QTY-65-HOP-0003,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-3691-PIL-QTY-65-HOP-0003,,,N/A,,N/A,,Issued for Review / Approval,2026/4/18,,,,,TRUE,3691-50-11,,,PR2ME-3691-PIL-QTY-65-HOP-0003,FALSE,FALSE,TRUE,,,,
1159,Electrical,3691-50,Train 1,LSU-CC-E-11,3691-50-12,,33kV Feed to 3691-SG-211A,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Critical) (D:-59d),E-House,PR2ME-3691-PIL-QTY-65-HOP-0003,PIL(MCC15),UPLOADED TO ACONEX,16-Mar-2026,,N/A,N/A,PR2ME-3691-PIL-QTY-65-HOP-0003,,,N/A,,N/A,,Issued for Review / Approval,2026/4/18,,,,,TRUE,3691-50-12,,,PR2ME-3691-PIL-QTY-65-HOP-0003,FALSE,FALSE,TRUE,,,,
1160,,3691,,LSU-CC-E-12,,,Process Water S/S MV Switchboard,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1161,Electrical,3691-50,Train 1,LSU-CC-E-12,3691-50-13,,33kV Feed to 3691-SG-211B,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-59d),E-House,PR2ME-3691-PIL-QTY-65-HOP-0003,PIL(MCC15),UPLOADED TO ACONEX,16-Mar-2026,,N/A,N/A,PR2ME-3691-PIL-QTY-65-HOP-0003,,,N/A,,N/A,,Issued for Review / Approval,2026/4/18,,,,,TRUE,3691-50-13,,,PR2ME-3691-PIL-QTY-65-HOP-0003,FALSE,FALSE,TRUE,,,,
1162,Electrical,3691-50,Train 1,LSU-CC-E-12,3691-50-14,,VVVF E-HOUSE 3691-MC-713,9-Mar-2026,20-Apr-2026,9-Mar-2026,-42,17,(Critical) (D:-39d),E-House,PR2ME-3691-PIL-QTY-65-HOP-0003,PIL(MCC15),UPLOADED TO ACONEX,16-Mar-2026,,N/A,N/A,PR2ME-3691-PIL-QTY-65-HOP-0003,,,N/A,,N/A,,Issued for Review / Approval,2026/4/18,,,,,TRUE,3691-50-14,,,PR2ME-3691-PIL-QTY-65-HOP-0003,FALSE,FALSE,TRUE,,,,
1163,,7940,,LSU-CC-E-13,,,Emergency Diesel Generator,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1164,Electrical,7940-50,Train 1,LSU-CC-E-13,7940-50-01,,7940-GE-411 GENSET,27-Apr-2026,27-Apr-2026,27-Apr-2026,0,18,,E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,7940-50-01,,,,TRUE,FALSE,TRUE,,,,
1165,Electrical,7940-50,Train 1,LSU-CC-E-13,7940-50-02,,7940-GE-412 GENSET,27-Apr-2026,27-Apr-2026,27-Apr-2026,0,18,,E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,7940-50-02,,,,TRUE,FALSE,TRUE,,,,
1166,Electrical,7940-50,Train 1,LSU-CC-E-13,7940-50-03,,7940-GE-413 GENSET,27-Apr-2026,27-Apr-2026,27-Apr-2026,0,18,,E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,7940-50-03,,,,TRUE,FALSE,TRUE,,,,
1167,Electrical,7940-50,Train 1,LSU-CC-E-13,7940-50-04,,7940-GE-414 GENSET,27-Apr-2026,27-Apr-2026,27-Apr-2026,0,18,,E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,7940-50-04,,,,TRUE,FALSE,TRUE,,,,
1168,Electrical,7940-50,Train 1,LSU-CC-E-13,7940-50-05,,7940-GE-415 GENSET,27-Apr-2026,27-Apr-2026,27-Apr-2026,0,18,,E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,7940-50-05,,,,TRUE,FALSE,TRUE,,,,
1169,Electrical,7940-50,Train 1,LSU-CC-E-13,7940-50-06,,7940-GE-416 GENSET,27-Apr-2026,27-Apr-2026,27-Apr-2026,0,18,,E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,7940-50-06,,,,TRUE,FALSE,TRUE,,,,
1170,Electrical,7940-50,Train 1,LSU-CC-E-13,7940-50-07,,7940-MC-411A SWITCHGEAR,27-Apr-2026,27-Apr-2026,27-Apr-2026,0,18,,E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,7940-50-07,,,,TRUE,FALSE,TRUE,,,,
1171,Electrical,7940-50,Train 1,LSU-CC-E-13,7940-50-08,,7940-MC-411B SWITCHGEAR,27-Apr-2026,27-Apr-2026,27-Apr-2026,0,18,,E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,7940-50-08,,,,TRUE,FALSE,TRUE,,,,
1172,Electrical,7940-50,Train 1,LSU-CC-E-13,7940-50-09,,7940-TL-211 6.6/33KV TRANSFORMER,27-Apr-2026,27-Apr-2026,27-Apr-2026,0,18,,E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,7940-50-09,,,,TRUE,FALSE,TRUE,,,,
1173,Electrical,7940-50,Train 1,LSU-CC-E-13,7940-50-10,,7940-TL-212 6.6/33KV TRANSFORMER,27-Apr-2026,27-Apr-2026,27-Apr-2026,0,18,,E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,7940-50-10,,,,TRUE,FALSE,TRUE,,,,
1174,,5391,,LSU-CC-E-14,,,Fresh Water,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1175,Electrical,5391-50,BOP,LSU-CC-E-14,5391-50-01,,5391-SUB-011  FEED FROM  BUS D,23-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-56d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0001,PIL(SCC),,,,N/A,N/A,"1、8个中间电缆接头施工完成6个。
2、Ehouse011内部柜子线路完善及测试。
3、Ehouse的通信后台程序未完善
",,,N/A,,N/A,,,,,,,,TRUE,5391-50-01,,,,FALSE,FALSE,FALSE,,,,
1176,Electrical,5391-50,BOP,LSU-CC-E-14,5391-50-21,,61-TL-501,23-Feb-2026,20-Apr-2026,,-46132,,,E-House,,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-21,,,,FALSE,FALSE,FALSE,,,,
1177,Electrical,5391-50,BOP,LSU-CC-E-14,5391-50-02,,5391-SUB-011   FEED FROM BUS E,23-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-56d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0001,PIL(SCC),,,,N/A,N/A,"1、8个中间电缆接头施工完成6个。
2、Ehouse011内部柜子线路完善及测试。
3、Ehouse的通信后台程序未完善
",,,N/A,,N/A,,,,,,,,TRUE,5391-50-02,,,,FALSE,FALSE,FALSE,,,,
1178,Electrical,5391-50,BOP,LSU-CC-E-14,5391-50-24,,61-TL-502,23-Feb-2026,20-Apr-2026,,-46132,,,E-House,,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-24,,,,FALSE,FALSE,FALSE,,,,
1179,Electrical,5391-50,BOP,LSU-CC-E-14,5391-50-03,,5391-SUB-011   FEED FROM SOLAR FARM,23-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-56d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0001,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-03,,,,FALSE,FALSE,FALSE,,,,
1180,Electrical,5391-50,BOP,LSU-CC-E-14,5391-50-04,,5391-SG-211  SWITCHBOARD,23-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-56d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0001,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-04,,,,FALSE,FALSE,FALSE,,,,
1181,Electrical,5391-50,BOP,LSU-CC-E-14,5391-50-20, ,RMU-211 TO RMU-213 FEED,23-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-56d),E-House,,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-20,,,,FALSE,FALSE,FALSE,,,,
1182,Electrical,5391-50,BOP,LSU-CC-E-14,5391-50-22,,61-TL-401,23-Feb-2026,20-Apr-2026,,-46132,,,E-House,,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-22,,,,FALSE,FALSE,FALSE,,,,
1183,Electrical,5391-50,BOP,LSU-CC-E-14,5391-50-23, ,RMU-212 TO RMU-214 FEED,23-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-56d),E-House,,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-23,,,,FALSE,FALSE,FALSE,,,,
1184,Electrical,5391-50,BOP,LSU-CC-E-14,5391-50-25,,61-TL-402,23-Feb-2026,20-Apr-2026,,-46132,,,E-House,,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-25,,,,FALSE,FALSE,FALSE,,,,
1185,,5391,,LSU-CC-E-15,,,Fresh Water S/S LV MCC,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1186,Electrical,5391-50,BOP,LSU-CC-E-15,5391-50-05,,400V SWITCHBOARD 4191-MC-711A,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0001,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-05,,,,FALSE,FALSE,FALSE,,,,
1187,Electrical,5391-50,BOP,LSU-CC-E-15,5391-50-06,,5391-UP-001 SUBSTATION 230V AC UPS,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0001,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-06,,,,FALSE,FALSE,FALSE,,,,
1188,Electrical,5391-50,BOP,LSU-CC-E-15,5391-50-07,,5391-BC-001 SUBSTATION 125VDC BATTERY CHARGER,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0001,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-07,,,,FALSE,FALSE,FALSE,,,,
1189,Electrical,5391-50,BOP,LSU-CC-E-15,5391-50-08,,5391-DB-003 HVAC PANEL & HEATER PANEL,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0001,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-08,,,,FALSE,FALSE,FALSE,,,,
1190,Electrical,5391-50,BOP,LSU-CC-E-15,5391-50-09,,5391-DB-001/002/5310-DB-001/5310-DB-004 L&SP DISTRIBUTION BOARD,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0002,PIL(SCC),,,"①E&I: 5391-DB-001/002 documents to be provided by Siemens(Wang Limin)
②E&I: 5310-DB-004 pending design drawings(Wang Limin)
5391-DB-001/002西门子提供资料
5310-DB-004无设计图纸/待确认",,N/A,"5391-DB-001/002西门子提供资料
5310-DB-001正在施工
5310-DB-004无设计图纸/待确认",,,,,N/A,,,,,,,,TRUE,5391-50-09,,,,TRUE,FALSE,FALSE,,,,
1191,Electrical,5391-50,BOP,LSU-CC-E-15,5391-50-11,,400V SWITCHBOARD 5391-MC-711B,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0001,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-11,,,,FALSE,FALSE,FALSE,,,,
1192,Electrical,5391-50,BOP,LSU-CC-E-15,5391-50-12,,5310-DB-002  L&SP DISTRIBUTION BOARD,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0002,PIL(SCC),Canceled,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,5391-50-12,,,,FALSE,FALSE,FALSE,,,,
1193,Electrical,5391-50,BOP,LSU-CC-E-15,5391-50-14,,5310-WO-001/002 WELDING OUTLET,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Non-Critical) (D:-49d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0002,PIL(SCC),,,,,N/A,正在施工，预计4月1日验收,,,,,N/A,,,,,,,,TRUE,5391-50-14,,,,TRUE,FALSE,FALSE,,,,
1194,,5391,,LSU-CC-E-16,,,Fresh Water S/S MV Switchboard,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1195,Electrical,5391-50,BOP,LSU-CC-E-15,5391-50-10,,5391-MC-712 TRAIN 1 VVVF E-HOUSE,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-63d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0002,PIL(SCC),,,,N/A,N/A,"7910-5391的电缆敷设施工中：
1、7910-3600strom pond段，A线的P02电缆中间接头完成和测试合格，P01中间接头4.16号施工完。B线P01/02电缆中间接头已完成和测试合格。
2、3600strom pond-NCC桥段，A线为原线路保证生产，不在本次停产工作范围。B线2根电缆中间接头完成和测试合格。
3、B线的RMU柜214至011Ehouse段，2根电缆已敷设完成，RMU柜214终端电缆头未施工，业主Ronal要求RMU212柜送电完成后才能施工RMU柜214终端头。
4、A线的RMU柜213至011Ehouse段，2根电缆敷设和终端头已完成和测试完成。
5、7910-5391光纤施工，敷设已完成，7910配电室内光纤已熔接，至ncc中转柜内光纤熔接，业主要求待7910-5391/B段送电完成后施工。施工完成后进行测试。
6、3691-5391光纤施工，敷设已完成，3691配电室内光纤已熔接，至ncc中转柜内光纤熔接，业主要求待7910-5391/B段送电完成后施工。施工完成后进行测试。
7、完成时间：2026.5.10",,,N/A,,N/A,,,,,,,,TRUE,5391-50-10,,,,FALSE,FALSE,FALSE,,,,
1196,Electrical,5391-50,BOP,LSU-CC-E-15,5391-50-13,,5391-MC-713 TRAIN 1 VVVF E-HOUSE,16-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-63d),E-House,PR2ME-5391-PIL-QTY-65-HOP-0002,PIL(SCC),,,,N/A,N/A,"7910-5391的电缆敷设施工中：
1、7910-3600strom pond段，A线的P02电缆中间接头完成和测试合格，P01中间接头4.16日施工完，施工前3600strom pond-NCC部分电缆局部放电和介损未通过，已按业主要求检查、修复后重新测试完成，等待业主提供测试报告。B线P01/02电缆中间接头已完成和测试合格。
2、3600strom pond-NCC桥段，A线为原线路保证生产，不在本次停产工作范围。B线2根电缆中间接头完成和测试合格。
3、B线的RMU柜214至011Ehouse段，2根电缆已敷设完成，RMU柜214终端电缆头未施工，业主Ronal要求RMU212柜送电完成后一个星期才能继续施工RMU柜214终端头。截止4.18日业主还没有送电
4、A线的RMU柜213至011Ehouse段，2根电缆敷设和终端头已完成和测试完成。
5、7910-5391光纤施工，敷设已完成，7910配电室内光纤已熔接，至ncc中转柜内光纤熔接，业主要求待7910-5391/B段送电完成后施工。施工完成后进行测试。
6、3691-5391光纤施工，敷设已完成，3691配电室内光纤已熔接，至ncc中转柜内光纤熔接，业主要求待7910-5391/B段送电完成后施工。施工完成后进行测试。
7、完成时间：2026.5.10",,,N/A,,N/A,,,,,,,,TRUE,5391-50-13,,,,FALSE,FALSE,FALSE,,,,
1197,,5410,,LSU-CC-E-17,,,Desalination S/S 5410-SUB-011,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1198,Electrical,5410-50,BOP,LSU-CC-E-17,5410-50-01,,33/0.42kV transformer 5410-TL-711,,8-Jun-2026,8-Jun-2026,0,24,(Important),E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,5410-50-01,,,,TRUE,FALSE,TRUE,,,,
1199,Electrical,5410-50,BOP,LSU-CC-E-17,5410-50-02,,400V SWITCHBOARD 5410-MC-711,,,,0,,,E-House,,Not PIL Scope,,,,,,,,,,,,,,,,,,,TRUE,5410-50-02,,,,TRUE,TRUE,TRUE,,,,
1200,Electrical,5410-50,BOP,LSU-CC-E-17,5410-50-03,,33/0.42kV transformer 5410-TL-712,,8-Jun-2026,8-Jun-2026,0,24,(Important),E-House,,Not PIL Scope,,,,,N/A,,,,,,N/A,,,,,,,,TRUE,5410-50-03,,,,TRUE,FALSE,TRUE,,,,
1201,Electrical,5410-50,BOP,LSU-CC-E-17,5410-50-04,,400V SWITCHBOARD 5410-MC-712,,,,0,,,E-House,,Not PIL Scope,,,,,,,,,,,,,,,,,,,TRUE,5410-50-04,,,,TRUE,TRUE,TRUE,,,,
1202,,3591,,LSU-CC-E-18,,,Concentrate Thickening S/S Switchgear,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1203,Electrical,3591-50,Train 1,LSU-CC-E-18,3591-50-01,,3591-SUB-011 Feed from Bus D,2-Mar-2026,30-Mar-2026,2-Mar-2026,-28,14,(D:-31d) (C),E-House,PR2ME-3591-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,20-Mar-2026,,N/A,N/A,PR2ME-3591-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/4/2,Subsystem C1C Ready,2026/4/2,Subsystem C1C Ready,2026/4/2,TRUE,3591-50-01,,,PR2ME-3591-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1204,Electrical,3591-50,Train 1,LSU-CC-E-18,3591-50-03,,3591-SG-211 Switchgear,2-Mar-2026,30-Mar-2026,,-46111,14,(Critical) (C),E-House,PR2ME-3591-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-3591-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/4/2,Subsystem C1C Ready,2026/4/2,Subsystem C1C Ready,2026/4/2,TRUE,3591-50-03,,,PR2ME-3591-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1205,,3591,,LSU-CC-E-19,,,Concentrate Thickening S/S LV MCC,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1206,Electrical,3591-50,Train 1,LSU-CC-E-19,3591-50-04,,400V SWITCHBOARD 3591-MC-711A,2-Mar-2026,30-Mar-2026,2-Mar-2026,-28,14,(D:-31d) (C),E-House,PR2ME-3591-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,20-Mar-2026,,N/A,N/A,PR2ME-3591-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/4/2,Subsystem C1C Ready,2026/4/2,Subsystem C1C Ready,2026/4/2,TRUE,3591-50-04,,,PR2ME-3591-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1207,Electrical,3591-50,Train 1,LSU-CC-E-19,3591-50-05,,3591-DB-001 SUBSTATION HVAC DB,2-Mar-2026,30-Mar-2026,2-Mar-2026,-28,14,(D:-31d) (C),E-House,PR2ME-3591-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-3591-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/4/2,Subsystem C1C Ready,2026/4/2,Subsystem C1C Ready,2026/4/2,TRUE,3591-50-05,,,PR2ME-3591-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1208,Electrical,3591-50,Train 1,LSU-CC-E-19,3591-50-06,,3510-DB-001/3591-DB-002/3591-DB-003/3530-DB-001 L&SP DISTRIBUTION BOARD,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),E-House,PR2ME-3591-PIL-QTY-65-HOP-0002,Not PIL Scope,,,,N/A,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,TRUE,3591-50-06,,,,FALSE,FALSE,FALSE,,,,
1209,Electrical,3591-50,Train 1,LSU-CC-E-19,3591-50-07,,3591-BC-001 SUBSTATION 125VDC BATTERY CHARGER,2-Mar-2026,30-Mar-2026,2-Mar-2026,-28,14,(D:-31d) (C),E-House,PR2ME-3591-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-3591-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/4/2,Subsystem C1C Ready,2026/4/2,Subsystem C1C Ready,2026/4/2,TRUE,3591-50-07,,,PR2ME-3591-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1210,Electrical,3591-50,Train 1,LSU-CC-E-19,3591-50-08,,3588-CP-011 LIME SLAKING BALL MILL CONTROL PANEL,2-Mar-2026,20-Apr-2026,2-Mar-2026,-49,17,(Important) (D:-49d),E-House,PR2ME-3591-PIL-QTY-65-HOP-0002,PIL(MCC7),,20-Mar-2026,,N/A,N/A,"电气：低压电缆安装PR2ME-3500-PIL-QTY-RQI-50132；
需补充3588-CP-011的电源清单及接线，已提交TQ（TECHQ-001905），4月18日已回复，增补电缆32根，预计4月22日敷设接线完成；
RQI包预计4月24日报验",,,N/A,,N/A,,,,,,,,TRUE,3591-50-08,,,,FALSE,FALSE,FALSE,1,0,,
1211,Electrical,3591-50,Train 1,LSU-CC-E-19,3591-50-09,,400V SWITCHBOARD 3591-MC-711B,2-Mar-2026,30-Mar-2026,2-Mar-2026,-28,14,(D:-31d) (C),E-House,PR2ME-3591-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,20-Mar-2026,,N/A,N/A,PR2ME-3591-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/4/2,Subsystem C1C Ready,2026/4/2,Subsystem C1C Ready,2026/4/2,TRUE,3591-50-09,,,PR2ME-3591-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1212,Electrical,3591-50,Train 1,LSU-CC-E-19,3591-50-10,,3591-UP-001 SUBSTATION 230V AC UPS,2-Mar-2026,30-Mar-2026,2-Mar-2026,-28,14,(D:-31d) (C),E-House,PR2ME-3591-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-3591-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/4/2,Subsystem C1C Ready,2026/4/2,Subsystem C1C Ready,2026/4/2,TRUE,3591-50-10,,,PR2ME-3591-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1213,,3591,,LSU-CC-E-20,,,Concentrate Thickening MV Switchboard,,,,0,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1214,Electrical,3591-50,Train 1,LSU-CC-E-20,3591-50-11,,6.6kV SWITCHBOARD 3591-MC-411A,2-Mar-2026,6-Apr-2026,2-Mar-2026,-35,15,(D:-37d) (C),E-House,PR2ME-3591-PIL-QTY-65-HOP-0003,PIL(MCC7),UPLOADED TO ACONEX,20-Mar-2026,,N/A,N/A,PR2ME-3591-PIL-QTY-65-HOP-0003,,,N/A,,N/A,,A - Proceed,2026/4/8,Subsystem C1C Ready,2026/4/8,Subsystem C1C Ready,2026/4/8,TRUE,3591-50-11,,,PR2ME-3591-PIL-QTY-65-HOP-0003,FALSE,FALSE,TRUE,1,0,,
1215,Electrical,3591-50,Train 1,LSU-CC-E-20,3591-50-12,,6.6kV SWITCHBOARD 3591-MC-411B,2-Mar-2026,6-Apr-2026,2-Mar-2026,-35,15,(D:-37d) (C),E-House,PR2ME-3591-PIL-QTY-65-HOP-0003,PIL(MCC7),UPLOADED TO ACONEX,20-Mar-2026,,N/A,N/A,PR2ME-3591-PIL-QTY-65-HOP-0003,,,N/A,,N/A,,A - Proceed,2026/4/8,Subsystem C1C Ready,2026/4/8,Subsystem C1C Ready,2026/4/8,TRUE,3591-50-12,,,PR2ME-3591-PIL-QTY-65-HOP-0003,FALSE,FALSE,TRUE,1,0,,
