查找,,,,,,,,,,,,,,,,,365,"Total Subsystem QTY (Week 20, 21 and 22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/.,,,,,,,,,,,,,,,,,81,Uploaded QTY(uploaded/canceled/N/A),,,,,,,RCC Verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Master List - 3-Week Lookahead
February 2nd, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"3WLA on Weeks: 6, 7, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Total Subsytems 3WLA,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Received Last Week,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Forecasted Next Week,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Delayed from Last week,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Total Subsytems Next Week,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,System Number,Train,LSU,Subsystem Number,Component Number,Subsystem Name,Baseline,Forecast,Forecast,Diff,Forecast Week,Schedule Flag,Type,HOP Number,PIL,HOP Status ,EST,"Support
(Amman)",Issues (Mechanical), Issues (Piping),Issues (E&I),"PIL
1055,Electrical,2191-50,Train 1,LSU-CR-E-02,2191-50-08,,2114-DB-001/2113-DB-001/2191-DB-003/2111-DB-001/2112-DB-001  L&SP DISTRIBUTION BOARD,2-Feb-2026,20-Apr-2026,23-Feb-2026,-56,17,(Important) (D:-80d) (C),E-House,PR2ME-2191-PIL-QTY-65-HOP-0003,PIL(MCC7),UPLOADED TO ACONEX,TBD,,N/A,N/A,PR2ME-PIL-QTY-65-HOP-2191-50-08.,,,N/A,,N/A,,A - Proceed,2026/4/23,Subsystem C1C Ready,2026/4/23,,,,,,,2191-50-08,TRUE,Power,LSU-CR-E-02 Primary Crushing S/S LV MCC 2191-MC-711,,TRUE,2191-50-08,,,PR2ME-PIL-QTY-65-HOP-2191-50-08.,FALSE,FALSE,TRUE,1,0,,
1056,Electrical,2191-50,Train 1,LSU-CR-E-02,2191-50-09,,2111-WO-001 WELDING OUTLET,2-Feb-2026,11-May-2026,23-Feb-2026,-77,20,(Non-Critical) (D:-98d),E-House,PR2ME-2191-PIL-QTY-65-HOP-0003,PIL(MCC7),,,,N/A,N/A,"电气：
子系统RQI：PR2ME-2100-PIL-QTY-RQI-50218，已走查，6个B类尾项待关闭，其中1个B类尾项为未设计电缆，5月14日提交联系单",,,N/A,,N/A,,,,,,,,,,,,2191-50-09,TRUE,Power,LSU-CR-E-02 Primary Crushing S/S LV MCC 2191-MC-711,,TRUE,2191-50-09,,,,FALSE,FALSE,FALSE,1,0,,
1057,,2191,,LSU-CR-E-03,,,Primary Crushing S/S MV Switchboard,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1058,Electrical,2191-50,Train 1,LSU-CR-E-03,2191-50-10,,6.6kV SWITCHBOARD 2191-MC-411,2-Feb-2026,9-Mar-2026,23-Feb-2026,-14,11,(Critical) (D:-38d) (C),E-House,PR2ME-2191-PIL-QTY-65-HOP-0002,PIL(MCC7),UPLOADED TO ACONEX,9-Mar-2026,,N/A,N/A,PR2ME-2191-PIL-QTY-65-HOP-0002,,4-PRC pre-comm,N/A,,N/A,,A - Proceed,2026/3/30,Subsystem C1C Ready,2026/3/30,Subsystem C1C Ready,2026/3/30,,,,,2191-50-10,TRUE,Power,LSU-CR-E-03 Primary Crushing S/S MV Switchboard 2191-MC-411,,TRUE,2191-50-10,,,PR2ME-2191-PIL-QTY-65-HOP-0002,FALSE,FALSE,TRUE,1,0,,
1059,,2192,,LSU-CR-E-04,,,Surge Ore Stockpile S/S,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1060,Electrical,2192-50,Train 1,LSU-CR-E-04,2192-50-01,,33 kV O/H FEED AND 2192-SG-211,9-Feb-2026,23-Mar-2026,23-Feb-2026,-28,13,(Critical) (D:-43d) (C),E-House,PR2ME-2192-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,10-Mar-2026,,N/A,N/A,PR2ME-2192-PIL-QTY-65-HOP-0001,,4-PRC pre-comm,N/A,,N/A,,A - Proceed,2026/3/24,Subsystem C1C Ready,2026/3/24,Subsystem C1C Ready,2026/3/24,,,,,2192-50-01,TRUE,Power,LSU-CR-E-04 Surge Ore Stockpile S/S,,TRUE,2192-50-01,,,PR2ME-2192-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1061,Electrical,2192-50,Train 1,LSU-CR-E-04,2192-50-02,,33 kV O/H FEED FROM OLC2 TAIL,9-Feb-2026,23-Mar-2026,,-46104,13,(Critical) (C),E-House,PR2ME-2192-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2192-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/3/24,Subsystem C1C Ready,2026/3/24,Subsystem C1C Ready,2026/3/24,,,,,2192-50-02,TRUE,Power,LSU-CR-E-04 Surge Ore Stockpile S/S,,TRUE,2192-50-02,,,PR2ME-2192-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1062,Electrical,2192-50,Train 1,LSU-CR-E-04,2192-50-03,,2192-SG-211 SWITCHBOARD,9-Feb-2026,23-Mar-2026,,-46104,13,(Critical) (C),E-House,PR2ME-2192-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2192-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/3/24,Subsystem C1C Ready,2026/3/24,Subsystem C1C Ready,2026/3/24,,,,,2192-50-03,TRUE,Power,LSU-CR-E-04 Surge Ore Stockpile S/S,,TRUE,2192-50-03,,,PR2ME-2192-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1063,Electrical,2192-50,Train 1,LSU-CR-E-04,2192-50-04,,400V SWITCHBOARD 2192-MC-711,9-Feb-2026,23-Mar-2026,23-Feb-2026,-28,13,(Critical) (D:-43d) (C),E-House,PR2ME-2192-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,10-Mar-2026,,N/A,N/A,PR2ME-2192-PIL-QTY-65-HOP-0001,,4-PRC pre-comm,N/A,,N/A,,A - Proceed,2026/3/24,Subsystem C1C Ready,2026/3/24,Subsystem C1C Ready,2026/3/24,,,,,2192-50-04,TRUE,Power,LSU-CR-E-04 Surge Ore Stockpile S/S,,TRUE,2192-50-04,,,PR2ME-2192-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1064,Electrical,2192-50,Train 1,LSU-CR-E-04,2192-50-05,,2192-UP-001 SUBSTATION 230V UPS,9-Feb-2026,23-Mar-2026,23-Feb-2026,-28,13,(Critical) (D:-43d) (C),E-House,PR2ME-2192-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2192-PIL-QTY-65-HOP-0001,,4-PRC pre-comm,N/A,,N/A,,A - Proceed,2026/3/24,Subsystem C1C Ready,2026/3/24,Subsystem C1C Ready,2026/3/24,,,,,2192-50-05,TRUE,Power,LSU-CR-E-04 Surge Ore Stockpile S/S,,TRUE,2192-50-05,,,PR2ME-2192-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1065,Electrical,2192-50,Train 1,LSU-CR-E-04,2192-50-06,,2192-BC-001 125VDC BATTERY CHARGER,9-Feb-2026,23-Mar-2026,23-Feb-2026,-28,13,(Critical) (D:-43d) (C),E-House,PR2ME-2192-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2192-PIL-QTY-65-HOP-0001,,4-PRC pre-comm,N/A,,N/A,,A - Proceed,2026/3/24,Subsystem C1C Ready,2026/3/24,Subsystem C1C Ready,2026/3/24,,,,,2192-50-06,TRUE,Power,LSU-CR-E-04 Surge Ore Stockpile S/S,,TRUE,2192-50-06,,,PR2ME-2192-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1066,Electrical,2192-50,Train 1,LSU-CR-E-04,2192-50-07,,2192-DB-001 HVAC PANEL,9-Feb-2026,23-Mar-2026,23-Feb-2026,-28,13,(Critical) (D:-43d) (C),E-House,PR2ME-2192-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2192-PIL-QTY-65-HOP-0001,,4-PRC pre-comm,N/A,,N/A,,A - Proceed,2026/3/24,Subsystem C1C Ready,2026/3/24,Subsystem C1C Ready,2026/3/24,,,,,2192-50-07,TRUE,Power,LSU-CR-E-04 Surge Ore Stockpile S/S,,TRUE,2192-50-07,,,PR2ME-2192-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1067,Electrical,2192-50,Train 1,LSU-CR-E-04,2192-50-08,,2192-DB-010/2122-DB-001/2121-DB-001/2192-DB-002  L&SP DISTRIBUTION BOARD,9-Feb-2026,4-May-2026,23-Feb-2026,-70,19,(Important) (D:-84d) (C),E-House,PR2ME-2192-PIL-QTY-65-HOP-0002,PIL(MCC7),UPLOADED TO ACONEX,TBD,,N/A,N/A,PR2ME-PIL-QTY-65-HOP-2192-50-08.,,,N/A,,N/A,,A - Proceed,2026/5/4,Subsystem C1C Ready,2026/5/4,,,,,,,2192-50-08,TRUE,Power,LSU-CR-E-04 Surge Ore Stockpile S/S,,TRUE,2192-50-08,,,PR2ME-PIL-QTY-65-HOP-2192-50-08.,FALSE,FALSE,TRUE,1,0,,
1068,Electrical,2192-50,Train 1,LSU-CR-E-04,2192-50-09,,2121-WO-001 2122-WO-001 WELDING OUTLET,9-Feb-2026,6-Apr-2026,23-Feb-2026,-42,15,(Non-Critical) (D:-60d) (C),E-House,,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-PIL-QTY-65-HOP-2192-50-09.,,,N/A,,N/A,,A - Proceed,2026/4/10,Subsystem C1C Ready,2026/4/10,Subsystem C1C Ready,2026/4/10,,,,,2192-50-09,TRUE,Power,LSU-CR-E-04 Surge Ore Stockpile S/S,,TRUE,2192-50-09,,,PR2ME-PIL-QTY-65-HOP-2192-50-09.,FALSE,FALSE,TRUE,1,0,,
1069,,2193,,LSU-CR-E-05,,,OLC 2 Tail End S/S,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1070,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-01,,33 kV O/H FEED to 2193-SG-211,26-Jan-2026,23-Mar-2026,23-Feb-2026,-28,13,(Critical) (D:-57d) (C),E-House,PR2ME-2193-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,7-Mar-2026,,N/A,N/A,PR2ME-2193-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/4/1,Subsystem C1C Ready,2026/4/1,Subsystem C1C Ready,2026/4/1,,,,,2193-50-01,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-01,,,PR2ME-2193-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1071,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-02,,33 kV O/H FEED FROM OLC2 HEAD,26-Jan-2026,23-Mar-2026,,-46104,13,(Critical) (C),E-House,PR2ME-2193-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2193-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/4/1,Subsystem C1C Ready,2026/4/1,Subsystem C1C Ready,2026/4/1,,,,,2193-50-02,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-02,,,PR2ME-2193-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1072,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-03,,2193-SG-211 Switchboard,26-Jan-2026,23-Mar-2026,,-46104,13,(Critical) (C),E-House,PR2ME-2193-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2193-PIL-QTY-65-HOP-0001,,,N/A,,N/A,,A - Proceed,2026/4/1,Subsystem C1C Ready,2026/4/1,Subsystem C1C Ready,2026/4/1,,,,,2193-50-03,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-03,,,PR2ME-2193-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1073,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-04,,400V SWITCHBOARD 2193-MC-711,26-Jan-2026,23-Mar-2026,23-Feb-2026,-28,13,(Critical) (D:-57d) (C),E-House,PR2ME-2193-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,7-Mar-2026,,N/A,N/A,PR2ME-2193-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/4/1,Subsystem C1C Ready,2026/4/1,Subsystem C1C Ready,2026/4/1,,,,,2193-50-04,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-04,,,PR2ME-2193-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1074,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-05,,2193-UP-001 SUBSTATION 230V UPS,26-Jan-2026,23-Mar-2026,23-Feb-2026,-28,13,(Critical) (D:-57d) (C),E-House,PR2ME-2193-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2193-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/4/1,Subsystem C1C Ready,2026/4/1,Subsystem C1C Ready,2026/4/1,,,,,2193-50-05,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-05,,,PR2ME-2193-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1075,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-06,,2193-BC-001 125VDC BATTERY CHARGER,26-Jan-2026,23-Mar-2026,23-Feb-2026,-28,13,(Critical) (D:-57d) (C),E-House,PR2ME-2193-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2193-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/4/1,Subsystem C1C Ready,2026/4/1,Subsystem C1C Ready,2026/4/1,,,,,2193-50-06,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-06,,,PR2ME-2193-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1076,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-07,,2193-DB-001 HVAC PANEL,26-Jan-2026,23-Mar-2026,23-Feb-2026,-28,13,(Critical) (D:-57d) (C),E-House,PR2ME-2193-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2193-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/4/1,Subsystem C1C Ready,2026/4/1,Subsystem C1C Ready,2026/4/1,,,,,2193-50-07,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-07,,,PR2ME-2193-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1077,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-08,,2193-DB-002/2123-DB-001/2193-DB-003/  L&SP DISTRIBUTION BOARD,26-Jan-2026,11-May-2026,23-Feb-2026,-77,20,(Important) (D:-105d),E-House,PR2ME-2193-PIL-QTY-65-HOP-0004,PIL(MCC7),,TBD,,N/A,N/A,"HOP包：PR2ME-PIL-QTY-65-HOP-2193-50-08；
RQI已走查（5月14日核实尾项后更新）",,,N/A,,N/A,,,,,,,,,,,,2193-50-08,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-08,,,,FALSE,FALSE,FALSE,1,0,,
1078,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-09,,2210-MC-711 OVERLAND CONVEYOR NO 2 - TAIL END GMD E-HOUSE 400V MCC,26-Jan-2026,16-Mar-2026,23-Feb-2026,-21,12,(Critical) (D:-53d) (C),E-House,PR2ME-2193-PIL-QTY-65-HOP-0003,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2193-PIL-QTY-65-HOP-0003,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/3/20,Subsystem C1C Ready,2026/3/20,Subsystem C1C Ready,2026/3/20,,,,,2193-50-09,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-09,,,PR2ME-2193-PIL-QTY-65-HOP-0003,FALSE,FALSE,TRUE,1,0,,
1079,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-10,,2123-WO-001 WELDING OUTLET,26-Jan-2026,11-May-2026,23-Feb-2026,-77,20,(Non-Critical) (D:-105d),E-House,PR2ME-2193-PIL-QTY-65-HOP-0004,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-PIL-QTY-65-HOP-2193-50-10.,,,N/A,,N/A,,A - Proceed,2026/5/13,Subsystem C1C Ready,2026/5/13,,,,,,,2193-50-10,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-10,,,PR2ME-PIL-QTY-65-HOP-2193-50-10.,FALSE,FALSE,TRUE,1,0,,
1080,Electrical,2193-50,Train 1,LSU-CR-E-05,2193-50-11,,6.6kV SWITCHBOARD 2193-MC-411,26-Jan-2026,9-Mar-2026,23-Feb-2026,-14,11,(Critical) (D:-44d) (C),E-House,PR2ME-2193-PIL-QTY-65-HOP-0002,PIL(MCC7),UPLOADED TO ACONEX,9-Mar-2026,,N/A,N/A,PR2ME-2193-PIL-QTY-65-HOP-0002,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/4/1,Subsystem C1C Ready,2026/4/1,Subsystem C1C Ready,2026/4/1,,,,,2193-50-11,TRUE,Power,LSU-CR-E-05 OLC2 Tail End S/S,,TRUE,2193-50-11,,,PR2ME-2193-PIL-QTY-65-HOP-0002,FALSE,FALSE,TRUE,1,0,,
1081,,2291,,LSU-CR-E-06,,,OLC 2 Head End S/S,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
1082,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-01,,33 kV O/H FEED TO 2291-SG-211,26-Jan-2026,2-Mar-2026,23-Feb-2026,-7,10,(Critical) (D:-36d) (C),E-House,PR2ME-2291-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2291-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/3/3,Subsystem C1C Ready,2026/3/3,Subsystem C1C Ready,2026/3/3,,,,,2291-50-01,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-01,,,PR2ME-2291-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1083,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-02,,33 kV O/H FEED FROM BUS D,26-Jan-2026,2-Mar-2026,23-Feb-2026,-7,10,(Critical) (D:-36d) (C),E-House,PR2ME-2291-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2291-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/3/3,Subsystem C1C Ready,2026/3/3,Subsystem C1C Ready,2026/3/3,,,,,2291-50-02,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-02,,,PR2ME-2291-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1084,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-03,,2291-SG-211 SWITCHGEAR,26-Jan-2026,2-Mar-2026,23-Feb-2026,-7,10,(Critical) (D:-36d) (C),E-House,PR2ME-2291-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2291-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/3/3,Subsystem C1C Ready,2026/3/3,Subsystem C1C Ready,2026/3/3,,,,,2291-50-03,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-03,,,PR2ME-2291-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1085,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-04,,400V SWITCHBOARD 2291-MC-711,26-Jan-2026,2-Mar-2026,23-Feb-2026,-7,10,(Critical) (D:-36d) (C),E-House,PR2ME-2291-PIL-QTY-65-HOP-0001,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2291-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/3/3,Subsystem C1C Ready,2026/3/3,Subsystem C1C Ready,2026/3/3,,,,,2291-50-04,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-04,,,PR2ME-2291-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,1,0,,
1086,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-05,,2291-UP-001 SUBSTATION 230V UPS,26-Jan-2026,2-Mar-2026,23-Feb-2026,-7,10,(Critical) (D:-36d) (C),E-House,PR2ME-2291-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2291-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/3/3,Subsystem C1C Ready,2026/3/3,Subsystem C1C Ready,2026/3/3,,,,,2291-50-05,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-05,,,PR2ME-2291-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1087,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-06,,2291-BC-001 125VDC BATTERY CHARGER,26-Jan-2026,2-Mar-2026,23-Feb-2026,-7,10,(Critical) (D:-36d) (C),E-House,PR2ME-2291-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2291-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/3/3,Subsystem C1C Ready,2026/3/3,Subsystem C1C Ready,2026/3/3,,,,,2291-50-06,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-06,,,PR2ME-2291-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1088,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-07,,2291-DB-001 HVAC PANEL,26-Jan-2026,2-Mar-2026,23-Feb-2026,-7,10,(Critical) (D:-36d) (C),E-House,PR2ME-2291-PIL-QTY-65-HOP-0001,Not PIL Scope,UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2291-PIL-QTY-65-HOP-0001,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/3/3,Subsystem C1C Ready,2026/3/3,Subsystem C1C Ready,2026/3/3,,,,,2291-50-07,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-07,,,PR2ME-2291-PIL-QTY-65-HOP-0001,FALSE,FALSE,TRUE,,,,
1089,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-08,,2291-DB-001/2210-DB-001/2310-DB-001/  L&SP DISTRIBUTION BOARD,26-Jan-2026,11-May-2026,23-Feb-2026,-77,20,(Important) (D:-105d),E-House,PR2ME-2291-PIL-QTY-65-HOP-0004,PIL(MCC7),,TBD,,N/A,N/A,"电气：PR2ME-2200-PIL-QTY-RQI-50112；
子系统RQI PR2ME-2200-PIL-QTY-RQI-50118，5.12.未走查，预计5月14日走查

仪表：N/A",,,N/A,,N/A,,,,,,,,,,,,2291-50-08,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-08,,,,FALSE,FALSE,FALSE,1,0,,
1090,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-09,,2210-MC-712 OLC2 (GMD) HEAD ELECTRICAL SUBSTATION,26-Jan-2026,16-Mar-2026,23-Feb-2026,-21,12,(Critical) (D:-49d) (C),E-House,PR2ME-2291-PIL-QTY-65-HOP-0003,PIL(MCC7),UPLOADED TO ACONEX,,,N/A,N/A,PR2ME-2291-PIL-QTY-65-HOP-0003,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/3/16,Subsystem C1C Ready,2026/3/16,Subsystem C1C Ready,2026/3/16,,,,,2291-50-09,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-09,,,PR2ME-2291-PIL-QTY-65-HOP-0003,FALSE,FALSE,TRUE,1,0,,
1091,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-10,,2210-WO-001/2310-WO-001 WELDING OUTLET,26-Jan-2026,11-May-2026,23-Feb-2026,-77,20,(Non-Critical) (D:-105d),E-House,PR2ME-2291-PIL-QTY-65-HOP-0004,PIL(MCC7),,,,N/A,N/A,"电气：PR2ME-PIL-QTY-65-HOP-2291-50-10，5月13日返回修改，预计5月14日再提交
仪表：N/A",,,N/A,,N/A,,,,,,,,,,,,2291-50-10,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-10,,,,FALSE,FALSE,FALSE,1,0,,
1092,Electrical,2291-50,Train 1,LSU-CR-E-06,2291-50-11,,6.6kV SWITCHBOARD 2291-MC-411,26-Jan-2026,9-Mar-2026,23-Feb-2026,-14,11,(Critical) (D:-43d) (C),E-House,PR2ME-2291-PIL-QTY-65-HOP-0002,PIL(MCC7),UPLOADED TO ACONEX,9-Mar-2026,,N/A,N/A,PR2ME-2291-PIL-QTY-65-HOP-0002,,3-OLC2 pre-comm,N/A,,N/A,,A - Proceed,2026/3/10,Subsystem C1C Ready,2026/3/10,Subsystem C1C Ready,2026/3/10,,,,,2291-50-11,TRUE,Power,LSU-CR-E-06 OLC2 Head End S/S,,TRUE,2291-50-11,,,PR2ME-2291-PIL-QTY-65-HOP-0002,FALSE,FALSE,TRUE,1,0,,
1093,,6310,,LSU-CC-E-01,,,HV Switchyard,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
